Timestamp,Type,Focus,Code,Description,TextValue
2024-04-17T17:05:34.471Z,Activity,Instructor,LEF,Logic Explained / Feedback,
2024-04-17T17:06:03.329Z,Activity,Instructor,CQA,Content Question Asked,3
2024-04-17T17:06:08.380Z,Activity,Student,SA,Student Answered,
2024-04-17T17:06:12.674Z,Activity,Instructor,LEF,Logic Explained / Feedback,
2024-04-17T17:06:44.318Z,Activity,Instructor,LA,Lecture,
2024-04-17T17:07:24.645Z,Activity,Instructor,CQA,Content Question Asked,6
2024-04-17T17:07:32.833Z,Activity,Student,SA,Student Answered,
2024-04-17T17:07:41.002Z,Activity,Instructor,CQA,Content Question Asked,
2024-04-17T17:07:51.834Z,Activity,Student,SA,Student Answered,
2024-04-17T17:07:53.597Z,Activity,Instructor,LEF,Logic Explained / Feedback,
2024-04-17T17:08:29.675Z,Activity,Instructor,IK,Instructor Asked,5
2024-04-17T17:08:39.249Z,Activity,Instructor,LA,Lecture,
